nombre,genero,director,pais,duracion_ms
Return to Eden,Ciencia ficción,Christopher Nolan,Africa,10581433
Hearts of Glory,Crimen,Steven Spielberg,Africa,8023692
Dreamers of Africa,Romance,James Cameron,Africa,7093787
Shadows of the Savannah,Thriller,Bong Joon-ho,Africa,9244494
The Brave Woman,Ciencia ficción,Guillermo del Toro,Africa,6811156
Voices in the Wind,Aventura,Christopher Nolan,Africa,8212133
The Silent Voice,Drama,Andrey Zvyagintsev,Africa,6951425
When the Stars Align,Aventura,Christopher Nolan,Africa,5544773
The Risen Sun,Comedia,Steven Spielberg,Africa,10536889
Storm in the Jungle,Romance,Francis Ford Coppola,Africa,8585037
The Seed of Life,Thriller,Hayao Miyazaki,Africa,9799878
Queen�s Legacy,Thriller,Ridley Scott,Africa,9032709
Destiny Path,Comedia,Steven Spielberg,Africa,8383301
The Sand Dunes,Thriller,Steven Spielberg,Africa,7812707
Whispers of the Past,Drama,Ridley Scott,Africa,9992810
Resurrection Road,Ciencia ficción,Andrey Zvyagintsev,Africa,7951676
Golden Destiny,Drama,Martin Scorsese,Africa,6601413
Jungle Spirit,Ciencia ficción,Hayao Miyazaki,Africa,9287937
The Call of the Wild,Ciencia ficción,Guillermo del Toro,Africa,10676115
The Truest Path,Comedia,Ridley Scott,Africa,7879347
Lost in Africa,Ciencia ficción,Bong Joon-ho,Africa,9134769
Mothers of the Land,Acción,Andrey Zvyagintsev,Africa,6822178
Survivor�s Song,Thriller,Christopher Nolan,Africa,6114908
Ashes in the Wind,Comedia,Hayao Miyazaki,Africa,6419675
Tales of Africa,Thriller,Steven Spielberg,Africa,7808256
The Silent Song,Romance,Hayao Miyazaki,Africa,8411014
Echoes of the Heart,Aventura,Andrey Zvyagintsev,Africa,8663127
The Lion�s Pride,Romance,Bong Joon-ho,Africa,9635922
Journey�s End,Drama,Guillermo del Toro,Africa,10051134
Echoes of the Past,Comedia,Andrey Zvyagintsev,Africa,9726452
Reign of Glory,Romance,Andrey Zvyagintsev,Africa,9361804
Fate of the Kings,Crimen,James Cameron,Africa,6755854
Hope in the Dark,Thriller,Guillermo del Toro,Africa,10120011
Whispers of Tomorrow,Acción,Guillermo del Toro,Africa,8716724
Wings of the Eagle,Acción,Steven Spielberg,Africa,6475282
Eyes of the World,Crimen,Quentin Tarantino,Africa,5932270
Fire in the Night,Romance,Christopher Nolan,Africa,8010886
The Long Road,Thriller,Hayao Miyazaki,Africa,7177730
The Green Horizon,Comedia,Steven Spielberg,Africa,10311303
Hands of Peace,Thriller,Pedro Almodóvar,Africa,7513563
Emerald Night,Ciencia ficción,Hayao Miyazaki,Africa,6929122
The Final Dream,Thriller,Andrey Zvyagintsev,Africa,7134592
The Voice of the Ancestors,Drama,Andrey Zvyagintsev,Africa,9178410
The Future of Africa,Crimen,James Cameron,Africa,5775431
Rise of the Sun,Comedia,Martin Scorsese,Africa,6812231
Eagle�s Flight,Drama,Guillermo del Toro,Africa,8290418
The Gentle Call,Comedia,Quentin Tarantino,Africa,6478644
From Darkness to Light,Crimen,Pedro Almodóvar,Africa,7991671
The Warrior�s Journey,Ciencia ficción,Andrey Zvyagintsev,Africa,5631280
Sons of the Soil,Acción,Hayao Miyazaki,Africa,7334482
The Journey Home,Drama,Quentin Tarantino,Africa,8544899
Crown of Glory,Comedia,Guillermo del Toro,Africa,10323083
The Destiny of the Kings,Aventura,Guillermo del Toro,Africa,6656563
Eternal Hope,Aventura,Martin Scorsese,Africa,8644323
Circle of Life,Romance,Christopher Nolan,Africa,7761773
The Dreamers of Tomorrow,Aventura,Bong Joon-ho,Africa,8245740
Heart of the Earth,Ciencia ficción,Martin Scorsese,Africa,9561428
Tales of the Spirits,Comedia,Andrey Zvyagintsev,Africa,9286435
Legacy of the Land,Ciencia ficción,Francis Ford Coppola,Africa,7612352
Fire in the Heart,Ciencia ficción,Ridley Scott,Africa,6309429
Timeless Dreams,Acción,James Cameron,Africa,9958143
The Path of Peace,Romance,Quentin Tarantino,Africa,9368658
Tales of the Warriors,Comedia,Francis Ford Coppola,Africa,9821603
The Awakening Sun,Ciencia ficción,Guillermo del Toro,Africa,8354209
Whispers of the Night,Ciencia ficción,Steven Spielberg,Africa,5533939
Hearts of the Earth,Ciencia ficción,Ridley Scott,Africa,6358921
A Journey to Remember,Acción,Francis Ford Coppola,Africa,9571269
The Wild Song,Ciencia ficción,James Cameron,Africa,9643448
Journey�s Heart,Aventura,Christopher Nolan,Africa,10410636
Rising Star,Ciencia ficción,Christopher Nolan,Africa,7289672
The Silent Journey,Acción,Martin Scorsese,Africa,7763209
Warrior�s Spirit,Aventura,Steven Spielberg,Africa,5615115
The Dream of the Ancients,Ciencia ficción,Francis Ford Coppola,Africa,7216451
Dance of the Earth,Thriller,Christopher Nolan,Africa,9589808
Warriors in the Wind,Comedia,Hayao Miyazaki,Africa,8413797
The Heartbeat of Africa,Romance,Christopher Nolan,Africa,6001041
Threads of Destiny,Aventura,Quentin Tarantino,Africa,6517032
A New Beginning,Comedia,Pedro Almodóvar,Africa,10019798
Whispers of the Earth,Aventura,Ridley Scott,Africa,5941740
Land of Hope,Romance,Hayao Miyazaki,Africa,9043297
The Lost Path,Aventura,James Cameron,Africa,10502216
The Crown of the Earth,Thriller,Guillermo del Toro,Africa,5934125
Shadows of the Sky,Thriller,Quentin Tarantino,Africa,5435402
Hearts of Glory,Acción,Pedro Almodóvar,Africa,7194651
The Spirit of Africa,Acción,Christopher Nolan,Africa,6691227
Dreaming in the Dust,Aventura,James Cameron,Africa,7563208
Emerald Dreams,Drama,Francis Ford Coppola,Africa,10796846
The Flame of Africa,Acción,Andrey Zvyagintsev,Africa,6181298
Warriors of the Stars,Aventura,Christopher Nolan,Africa,9732206
The River of Dreams,Comedia,Steven Spielberg,Africa,8209284
Falling into the Horizon,Drama,Andrey Zvyagintsev,Africa,9630395
Abre los ojos,Drama,Christopher Nolan,Espa�a,6519565
Alatriste,Comedia,Hayao Miyazaki,Espa�a,7588810
Amar,Romance,Hayao Miyazaki,Espa�a,5935134
Amores perros,Comedia,Pedro Almodóvar,Espa�a,6028528
Andalucia,Comedia,Christopher Nolan,Espa�a,9008369
Antes de que no te lo diga,Romance,Christopher Nolan,Espa�a,5587702
Apariencias,Ciencia ficción,Guillermo del Toro,Espa�a,8808371
Aquel viaje,Thriller,James Cameron,Espa�a,8341726
AzulOscuroCasiNegro,Thriller,Martin Scorsese,Espa�a,8457718
Bajo la misma estrella,Aventura,Pedro Almodóvar,Espa�a,7720317
Barrio,Ciencia ficción,Ridley Scott,Espa�a,10737366
Berl�n,Acción,Andrey Zvyagintsev,Espa�a,7099591
Blancanieves,Crimen,Bong Joon-ho,Espa�a,5559802
Bajo el sol de la Toscana,Romance,Pedro Almodóvar,Espa�a,10674625
Caf� de Flore,Romance,Martin Scorsese,Espa�a,10538715
Caminando,Crimen,Hayao Miyazaki,Espa�a,8334532
Catorce,Aventura,Pedro Almodóvar,Espa�a,8156761
Cielo nocturno,Thriller,Francis Ford Coppola,Espa�a,6740829
Cuentos de la abuela,Romance,Andrey Zvyagintsev,Espa�a,9248781
Cuentos de la luna p�lida,Comedia,Steven Spielberg,Espa�a,7838888
El abrazo partido,Drama,Ridley Scott,Espa�a,9291276
El barco,Romance,Quentin Tarantino,Espa�a,6643374
El orfanato,Drama,Martin Scorsese,Espa�a,8121175
El m�todo,Crimen,Francis Ford Coppola,Espa�a,9740798
El laberinto del fauno,Acción,Francis Ford Coppola,Espa�a,7086896
El otro lado de la cama,Aventura,Guillermo del Toro,Espa�a,9961771
El secreto de sus ojos,Acción,Christopher Nolan,Espa�a,9310603
El sur,Ciencia ficción,Steven Spielberg,Espa�a,6347981
El retrato de Dorian Gray,Romance,Andrey Zvyagintsev,Espa�a,7942302
En la ciudad,Romance,Christopher Nolan,Espa�a,9302398
En tu casa,Comedia,Christopher Nolan,Espa�a,8758341
El truco del manco,Aventura,Steven Spielberg,Espa�a,7674835
Enlace por accidente,Thriller,Quentin Tarantino,Espa�a,8897940
Espa�a no es lugar,Drama,Francis Ford Coppola,Espa�a,8024525
La vida es bella,Romance,Andrey Zvyagintsev,Espa�a,9583080
La guitarra de Barcelona,Drama,Ridley Scott,Espa�a,6435441
La llamada,Aventura,Steven Spielberg,Espa�a,7019359
La lengua de las mariposas,Romance,Andrey Zvyagintsev,Espa�a,10131091
La piel que habito,Drama,Quentin Tarantino,Espa�a,10067250
La teta asustada,Aventura,James Cameron,Espa�a,6193605
Las cosas del querer,Drama,Steven Spielberg,Espa�a,5549548
Las chicas de la 305,Thriller,Hayao Miyazaki,Espa�a,7586243
Las primeras luces de la ma�ana,Comedia,Christopher Nolan,Espa�a,9739482
Las hijas de la tierra,Thriller,Steven Spielberg,Espa�a,9913243
Las chicas de la 305,Thriller,Martin Scorsese,Espa�a,7174790
Las palabras de un amigo,Romance,Steven Spielberg,Espa�a,6198301
Las zapatillas rojas,Drama,Hayao Miyazaki,Espa�a,6351736
La muerte de un �guila,Romance,Guillermo del Toro,Espa�a,7690604
Las aventuras del ni�o indigo,Aventura,Bong Joon-ho,Espa�a,5785607
La sombra del viento,Comedia,Andrey Zvyagintsev,Espa�a,5742720
La calle del coco,Romance,Hayao Miyazaki,Espa�a,10747190
Lo imposible,Aventura,Steven Spielberg,Espa�a,7305245
Locos de atar,Comedia,Quentin Tarantino,Espa�a,8732352
Los abrazos rotos,Ciencia ficción,Ridley Scott,Espa�a,6654490
Los que esperan,Comedia,Christopher Nolan,Espa�a,9973991
Los a�os dif�ciles,Drama,Hayao Miyazaki,Espa�a,8475461
Llenar tu coraz�n,Thriller,Christopher Nolan,Espa�a,6403657
Madrigal,Drama,Bong Joon-ho,Espa�a,5671784
Magia,Thriller,Ridley Scott,Espa�a,7278660
Mam�,Drama,Martin Scorsese,Espa�a,8858511
Mar y tierra,Acción,Quentin Tarantino,Espa�a,8829230
Mar de pl�stico,Aventura,Francis Ford Coppola,Espa�a,6457715
Mujer y hombres,Crimen,Pedro Almodóvar,Espa�a,6416213
Mujeres al borde de un ataque de nervios,Aventura,James Cameron,Espa�a,6758925
Noche de los muertos,Romance,Steven Spielberg,Espa�a,7855356
Nunca seremos,Thriller,Bong Joon-ho,Espa�a,6270450
Orfanato,Ciencia ficción,Ridley Scott,Espa�a,7824150
Operaci�n Matador,Drama,Bong Joon-ho,Espa�a,9368229
Oscuro camino,Ciencia ficción,Pedro Almodóvar,Espa�a,8324796
Oscura mitad,Crimen,Pedro Almodóvar,Espa�a,7458895
Paellas y corazones,Aventura,Francis Ford Coppola,Espa�a,7285471
Pedazo de luna,Ciencia ficción,Francis Ford Coppola,Espa�a,7122273
Revoluci�n 2000,Thriller,Ridley Scott,Espa�a,6879124
Remolino,Ciencia ficción,Bong Joon-ho,Espa�a,9532088
Soy el n�mero 2,Thriller,Francis Ford Coppola,Espa�a,7337760
Tiempos de muerte,Drama,Ridley Scott,Espa�a,5845237
Todo sobre mi madre,Comedia,Andrey Zvyagintsev,Espa�a,7138647
Todo lo que debes saber,Acción,James Cameron,Espa�a,6412920
Una mirada al pasado,Acción,Christopher Nolan,Espa�a,8039902
Vivir� sin ti,Romance,Hayao Miyazaki,Espa�a,8274882
Volver,Acción,Ridley Scott,Espa�a,9777511
Viaje del sol,Drama,Pedro Almodóvar,Espa�a,9055775
Das Boot,Crimen,Christopher Nolan,Alemania,7084787
Run Lola Run,Acción,Christopher Nolan,Alemania,6166488
The Lives of Others,Aventura,Bong Joon-ho,Alemania,6471494
The Baader Meinhof Complex,Comedia,Christopher Nolan,Alemania,6855437
Good Bye Lenin!,Acción,Hayao Miyazaki,Alemania,10006078
Downfall,Aventura,Francis Ford Coppola,Alemania,10640540
The White Ribbon,Acción,Quentin Tarantino,Alemania,5576149
The Lives of Others,Drama,Steven Spielberg,Alemania,8473872
The Experiment,Aventura,Bong Joon-ho,Alemania,5485566
The Pianist,Acción,Andrey Zvyagintsev,Alemania,10151090
Wings of Desire,Drama,Ridley Scott,Alemania,7163944
The Counterfeiters,Thriller,Francis Ford Coppola,Alemania,9688607
The Boat,Acción,Quentin Tarantino,Alemania,9362315
The Bridge,Crimen,Martin Scorsese,Alemania,5887548
The Edukators,Crimen,Christopher Nolan,Alemania,6763550
The Great Freedom,Thriller,Steven Spielberg,Alemania,7079177
Victoria,Comedia,Hayao Miyazaki,Alemania,9418790
The Wave,Comedia,Hayao Miyazaki,Alemania,8343542
The Tin Drum,Comedia,Francis Ford Coppola,Alemania,7806347
Manderlay,Thriller,Pedro Almodóvar,Alemania,5631774
The White Ribbon,Romance,Quentin Tarantino,Alemania,7926481
Das Leben der Anderen,Thriller,James Cameron,Alemania,5601305
Lola Rennt,Drama,Martin Scorsese,Alemania,7640226
Metropolis,Acción,James Cameron,Alemania,9959037
The Cabinet of Dr. Caligari,Aventura,Martin Scorsese,Alemania,5654140
Stalingrad,Drama,James Cameron,Alemania,8804066
The Boat,Thriller,Steven Spielberg,Alemania,9097344
The Nasty Girl,Drama,Guillermo del Toro,Alemania,8677615
The Secret Garden,Thriller,Guillermo del Toro,Alemania,10447310
The Edge of Heaven,Acción,Ridley Scott,Alemania,6247348
Rosenstrasse,Crimen,Quentin Tarantino,Alemania,8819548
The Fall,Thriller,Martin Scorsese,Alemania,6607410
The Great Silence,Comedia,Guillermo del Toro,Alemania,6283805
The City Below,Aventura,Ridley Scott,Alemania,6407922
The Promise,Romance,Christopher Nolan,Alemania,9993549
The Amateurs,Thriller,Hayao Miyazaki,Alemania,7329351
Wings of Desire,Romance,Bong Joon-ho,Alemania,5924262
The Castle,Acción,Francis Ford Coppola,Alemania,6839674
The Chorus,Drama,Guillermo del Toro,Alemania,10773788
Das Haus am Meer,Crimen,Steven Spielberg,Alemania,8038917
Oasis of the Sea,Comedia,Ridley Scott,Alemania,10094812
Into the Abyss,Acción,Pedro Almodóvar,Alemania,6598223
The Class,Romance,Ridley Scott,Alemania,10580334
Berlin Alexanderplatz,Thriller,Andrey Zvyagintsev,Alemania,7959398
Nackt,Acción,Hayao Miyazaki,Alemania,8724886
Palace of Dreams,Drama,Quentin Tarantino,Alemania,7752191
Soul Kitchen,Aventura,Guillermo del Toro,Alemania,9887208
The Look of Silence,Thriller,Christopher Nolan,Alemania,8957334
Fatih Akin�s The Edge of Heaven,Aventura,Francis Ford Coppola,Alemania,6784932
Juno,Acción,Martin Scorsese,Alemania,6435982
The Night Manager,Comedia,Christopher Nolan,Alemania,10040910
The Shadowless Tower,Comedia,Andrey Zvyagintsev,Alemania,7910634
The Girl with the Red Scarf,Aventura,Andrey Zvyagintsev,Alemania,9792391
Comedian Harmonists,Ciencia ficción,Hayao Miyazaki,Alemania,9910941
Cloud Atlas,Aventura,Pedro Almodóvar,Alemania,6397869
The Assassination of Trotsky,Romance,James Cameron,Alemania,8666318
The Tunnel,Crimen,Andrey Zvyagintsev,Alemania,9986187
The Woman Who Dreams,Ciencia ficción,Bong Joon-ho,Alemania,9516289
The Counterfeiters,Ciencia ficción,Ridley Scott,Alemania,7697468
The Murderous Years,Thriller,Martin Scorsese,Alemania,8420375
Every Man for Himself,Drama,James Cameron,Alemania,6623819
The Inner Circle,Aventura,Andrey Zvyagintsev,Alemania,7821508
The Silence,Acción,Francis Ford Coppola,Alemania,10227283
Farewell,Thriller,Pedro Almodóvar,Alemania,8212906
Frantz,Romance,Pedro Almodóvar,Alemania,10726562
The Artist,Aventura,Pedro Almodóvar,Alemania,7311827
The Storm,Thriller,Bong Joon-ho,Alemania,5801667
The Clouds of Sils Maria,Drama,Martin Scorsese,Alemania,5789704
The Fisher King,Romance,Christopher Nolan,Alemania,10673525
Fallen Angels,Romance,James Cameron,Alemania,9751947
Sunset Boulevard,Romance,James Cameron,Alemania,10700294
Love Is Strange,Ciencia ficción,Hayao Miyazaki,Alemania,7154513
Angel's Share,Acción,Martin Scorsese,Alemania,10618665
The Women in the Castle,Thriller,Christopher Nolan,Alemania,7234104
Phoenix,Romance,Hayao Miyazaki,Alemania,6291074
Bad Lieutenant,Ciencia ficción,Ridley Scott,Alemania,5643968
The White Tiger,Crimen,Hayao Miyazaki,Alemania,5411849
Good Bye Lenin,Acción,Pedro Almodóvar,Alemania,5805327
The Invention of Lying,Acción,Guillermo del Toro,Alemania,6311576
The Passenger,Drama,Martin Scorsese,Alemania,5616146
Head-On,Drama,Christopher Nolan,Alemania,7991463
The Divided Heart,Aventura,Bong Joon-ho,Alemania,6610178
The Debt,Comedia,James Cameron,Alemania,9039168
Fireworks Wednesday,Acción,James Cameron,Alemania,9847478
The Hourglass Sanatorium,Drama,Quentin Tarantino,Alemania,5858033
Hotel,Comedia,Martin Scorsese,Alemania,8996957
The Demon,Romance,Francis Ford Coppola,Alemania,6551620
The Nanny,Drama,Pedro Almodóvar,Alemania,8586800
In the Fade,Aventura,Hayao Miyazaki,Alemania,8751015
The Act of Killing,Aventura,Christopher Nolan,Alemania,10601554
Violeta Went to Heaven,Drama,Ridley Scott,Alemania,6234666
Heinrich,Romance,Ridley Scott,Alemania,5906342
Out of Sight,Crimen,Quentin Tarantino,Alemania,7274962
The Lovers,Acción,Andrey Zvyagintsev,Alemania,7929910
The Silver Screen,Crimen,Francis Ford Coppola,Alemania,7897376
The Man Who Sold the World,Aventura,Hayao Miyazaki,Alemania,7475903
Diva,Acción,Francis Ford Coppola,Alemania,8611427
The Sea Inside,Aventura,Quentin Tarantino,Alemania,5885790
The Dreamers,Romance,Andrey Zvyagintsev,Alemania,9572967
The Day After,Drama,Christopher Nolan,Alemania,9784522
The Train,Crimen,Steven Spielberg,Alemania,7605023
Innocence Lost,Acción,Quentin Tarantino,Alemania,7911070
Requiem,Comedia,Hayao Miyazaki,Alemania,7759672
Conspiracy of Silence,Thriller,Steven Spielberg,Alemania,9244895
The Year of the Dragon,Aventura,James Cameron,Alemania,9623863
The Beguiled,Comedia,Quentin Tarantino,Alemania,5606537
The Woman in the Fifth,Comedia,Francis Ford Coppola,Alemania,5923286
Fantastic Planet,Aventura,Bong Joon-ho,Alemania,10780276
The Girl with the Pearl Earring,Aventura,Steven Spielberg,Alemania,9031039
The Night I Met My Husband,Acción,Martin Scorsese,Alemania,10236348
The Scent of Green Papaya,Ciencia ficción,Guillermo del Toro,Alemania,8342630
The Fifth Column,Acción,Steven Spielberg,Alemania,6493137
The Red Lantern,Thriller,Ridley Scott,Alemania,9306484
The Social Network,Thriller,Steven Spielberg,Alemania,6369291
The Invisible Woman,Ciencia ficción,Steven Spielberg,Alemania,7657357
The Warriors,Aventura,Steven Spielberg,Alemania,9223384
The Age of Innocence,Ciencia ficción,Christopher Nolan,Alemania,9918602
The Glass Garden,Acción,Bong Joon-ho,Alemania,9812792
The Fall,Thriller,Ridley Scott,Alemania,5700342
The Light Between Oceans,Crimen,Pedro Almodóvar,Alemania,9004537
The Skin I Live In,Drama,Bong Joon-ho,Alemania,8677526
La La Land,Romance,Andrey Zvyagintsev,Alemania,7791402
The Outsider,Ciencia ficción,Ridley Scott,Alemania,6933403
The Right Way,Acción,Andrey Zvyagintsev,Alemania,8736270
The Reader,Drama,Pedro Almodóvar,Alemania,6269644
The Last Emperor,Acción,Christopher Nolan,Alemania,9365370
The Orphanage,Thriller,Christopher Nolan,Alemania,9033071
The Intruder,Ciencia ficción,Andrey Zvyagintsev,Alemania,8034473
The Lady in the Van,Acción,Guillermo del Toro,Alemania,10012173
The Hours,Aventura,James Cameron,Alemania,8720623
The Promise,Crimen,James Cameron,Alemania,10733776
Time Lapse,Romance,Hayao Miyazaki,Alemania,6206388
The Dinner,Crimen,Pedro Almodóvar,Alemania,9366508
The Search,Romance,Martin Scorsese,Alemania,9507430
The Hours,Ciencia ficción,Ridley Scott,Alemania,10702882
The Quiet,Comedia,Francis Ford Coppola,Alemania,9599287
The Night Before,Comedia,Francis Ford Coppola,Alemania,6196638
The Banishment,Drama,James Cameron,Alemania,6500409
The Gift,Drama,Christopher Nolan,Alemania,9241195
The King�s Speech,Aventura,Quentin Tarantino,Alemania,7777164
The Aviator,Crimen,Christopher Nolan,Alemania,6660600
The Monuments Men,Drama,James Cameron,Alemania,8739900
The Notebook,Crimen,Martin Scorsese,Alemania,10495343
The Cuckoo,Aventura,Pedro Almodóvar,Alemania,8620913
The Boatman,Drama,Francis Ford Coppola,Alemania,5723060
The Song of Names,Drama,Andrey Zvyagintsev,Alemania,9236245
The Fountain,Thriller,James Cameron,Alemania,7160861
The Peanuts Movie,Romance,Ridley Scott,Alemania,7006665
The Other Woman,Thriller,Andrey Zvyagintsev,Alemania,5668748
The Outcasts,Drama,Ridley Scott,Alemania,6466124
The Me I Want to Be,Comedia,Ridley Scott,Alemania,8696473
The One,Comedia,Hayao Miyazaki,Alemania,7325530
The Comfort Zone,Ciencia ficción,Bong Joon-ho,Alemania,8966417
The Runaways,Crimen,James Cameron,Alemania,9379920
The Messenger,Comedia,Ridley Scott,Alemania,5534668
The Sentinel,Crimen,James Cameron,Alemania,6606163
The Hateful Eight,Thriller,Francis Ford Coppola,Alemania,7669795
The Fugitive,Crimen,Guillermo del Toro,Alemania,9887158
The Hunger Games,Crimen,Bong Joon-ho,Alemania,10147460
The Greatest Showman,Romance,Christopher Nolan,Alemania,8940936
The Last House on the Left,Aventura,Guillermo del Toro,Alemania,8088311
The Girl Next Door,Drama,Martin Scorsese,Alemania,8291841
The Patriot,Drama,Andrey Zvyagintsev,Alemania,7109412
The King�s Man,Acción,Quentin Tarantino,Alemania,9059322
The Heartbreak Kid,Thriller,Francis Ford Coppola,Alemania,10538548
The Lucky One,Romance,Pedro Almodóvar,Alemania,8688580
The Thing,Comedia,Quentin Tarantino,Alemania,9168865
The Jungle Book,Thriller,Andrey Zvyagintsev,Alemania,6086825
The Croods,Comedia,Francis Ford Coppola,Alemania,9854052
The Prince of Egypt,Thriller,Martin Scorsese,Alemania,10052538
The Bucket List,Thriller,Guillermo del Toro,Alemania,7234684
The Lion King,Thriller,Hayao Miyazaki,Alemania,8530525
The Hobbit,Aventura,Bong Joon-ho,Alemania,8664635
The Godfather,Acción,Hayao Miyazaki,Alemania,8697497
The Maze Runner,Ciencia ficción,Pedro Almodóvar,Alemania,7716582
The Divergent Series,Crimen,Christopher Nolan,Alemania,7808456
The Dark Knight,Drama,James Cameron,Alemania,8987050
The Dark Knight Rises,Aventura,Ridley Scott,Alemania,5644386
The A-Team,Crimen,Martin Scorsese,Alemania,6972000
The Avengers,Acción,Christopher Nolan,Alemania,8619483
The Fault in Our Stars,Thriller,James Cameron,Alemania,7867386
The Girl with the Dragon Tattoo,Ciencia ficción,Francis Ford Coppola,Alemania,8692493
The Shape of Water,Aventura,Steven Spielberg,Alemania,8764533
The Shape of You,Crimen,Ridley Scott,Alemania,5682816
The House of the Spirits,Ciencia ficción,James Cameron,Alemania,9352833
The Red Box,Acción,Quentin Tarantino,Alemania,6301417
The Music Man,Crimen,Martin Scorsese,Alemania,7133946
The Sisterhood of the Traveling Pants,Thriller,Quentin Tarantino,Alemania,10441232
The First Time,Acción,Martin Scorsese,Alemania,9952003
The Texas Chainsaw Massacre,Drama,Francis Ford Coppola,Alemania,7448353
The Love Guru,Romance,Steven Spielberg,Alemania,10039715
The Secret Life of Pets,Acción,James Cameron,Alemania,6595664
The Incredibles,Acción,Quentin Tarantino,Alemania,8838644
The Cat in the Hat,Romance,Hayao Miyazaki,Alemania,7702158
The Lego Movie,Comedia,Guillermo del Toro,Alemania,6964377
The Angry Birds Movie,Aventura,James Cameron,Alemania,9848484
The Polar Express,Drama,Christopher Nolan,Alemania,6563618
The Killing Fields,Thriller,Andrey Zvyagintsev,Alemania,7401144
The Hunt,Drama,Bong Joon-ho,Alemania,10154983
The Battle of Algiers,Ciencia ficción,Pedro Almodóvar,Alemania,9065583
The Age of Shadows,Acción,James Cameron,Alemania,9279736
The Great Wall,Acción,Quentin Tarantino,Alemania,7380040
The Immigrant,Acción,Bong Joon-ho,Alemania,5657978
The Boxer,Thriller,Pedro Almodóvar,Alemania,9735702
The Good Shepherd,Drama,Ridley Scott,Alemania,7445541
The Elephant Man,Romance,Hayao Miyazaki,Alemania,8332715
The Thirteenth Floor,Romance,James Cameron,Alemania,8463442
The Others,Ciencia ficción,Ridley Scott,Alemania,6656886
The Imitation Game,Thriller,Guillermo del Toro,Alemania,5876820
The Killing,Crimen,Martin Scorsese,Alemania,6763939
The Accountant,Crimen,Quentin Tarantino,Alemania,7552987
The Negotiator,Thriller,Francis Ford Coppola,Alemania,10604548
The Exorcist,Ciencia ficción,Guillermo del Toro,Alemania,9208490
The Last of the Mohicans,Crimen,Steven Spielberg,Alemania,10041905
The Return of the King,Drama,Pedro Almodóvar,Alemania,10746287
The House of Sand and Fog,Crimen,Ridley Scott,Alemania,6513343
The Bucket List,Thriller,Pedro Almodóvar,Alemania,6240475
The Water Diviner,Aventura,Francis Ford Coppola,Alemania,8833256
The Hurt Locker,Comedia,Guillermo del Toro,Alemania,8251073
The Outlaw Josey Wales,Acción,Quentin Tarantino,Alemania,8890223
The Silence of the Lambs,Crimen,Quentin Tarantino,Alemania,6271407
The Rainmaker,Thriller,Bong Joon-ho,Alemania,6830586
The Bourne Identity,Acción,Andrey Zvyagintsev,Alemania,5664402
The Hunger Games: Mockingjay,Ciencia ficción,Quentin Tarantino,Alemania,7874768
The Blackcoat's Daughter,Thriller,Francis Ford Coppola,Alemania,8005674
The Spirit of the Beehive,Thriller,Andrey Zvyagintsev,Alemania,8992669
The Color Purple,Acción,Ridley Scott,Alemania,9099494
The Secret Garden,Acción,Quentin Tarantino,Alemania,7959123
The End of the Affair,Crimen,Christopher Nolan,Alemania,6450187
The Beauty and the Beast,Comedia,Hayao Miyazaki,Alemania,7463300
The Fall of the House of Usher,Acción,Steven Spielberg,Alemania,8997356
The House of Blue Leaves,Drama,James Cameron,Alemania,9001286
The Witness,Romance,Quentin Tarantino,Alemania,7631045
The Proposal,Acción,Ridley Scott,Alemania,9630688
The Invitation,Acción,Pedro Almodóvar,Alemania,9343252
The 5th Wave,Thriller,Christopher Nolan,Alemania,8271090
The Karate Kid,Acción,Christopher Nolan,Alemania,10330807
The Princess Bride,Comedia,Francis Ford Coppola,Alemania,9436073
The Notebook,Romance,Steven Spielberg,Alemania,6623633
The Man Who Knew Too Much,Aventura,Martin Scorsese,Alemania,6114354
The Big Lebowski,Crimen,Christopher Nolan,Alemania,9218409
The Jungle Book,Aventura,Bong Joon-ho,Alemania,9374755
The Lord of the Rings,Acción,Pedro Almodóvar,Alemania,7962546
The Dark Knight Rises,Drama,Christopher Nolan,Alemania,9171961
The End of the Tour,Comedia,James Cameron,Alemania,6409288
The Book Thief,Thriller,Guillermo del Toro,Alemania,7816564
The Cabin in the Woods,Comedia,Quentin Tarantino,Alemania,7122477
The Royal Tenenbaums,Drama,Ridley Scott,Alemania,7721793
The Girl on the Train,Thriller,Quentin Tarantino,Alemania,8636014
The Spy Who Came in from the Cold,Crimen,Steven Spielberg,Alemania,8337280
The Magnificent Seven,Acción,Quentin Tarantino,Alemania,10374517
The Expendables,Thriller,Quentin Tarantino,Alemania,8776801
The Crow,Ciencia ficción,Quentin Tarantino,Alemania,5688057
The Transporter,Aventura,Guillermo del Toro,Alemania,6322508
The Eagle Has Landed,Comedia,Guillermo del Toro,Alemania,9031343
The Mighty Ducks,Acción,Francis Ford Coppola,Alemania,6277095
The Mortal Instruments,Thriller,Pedro Almodóvar,Alemania,6379167
The Secret Life of Walter Mitty,Ciencia ficción,Guillermo del Toro,Alemania,9707437
The Nice Guys,Aventura,Quentin Tarantino,Alemania,10410412
The Fugitive,Thriller,Christopher Nolan,Alemania,10294491
The Town,Drama,Ridley Scott,Alemania,5933260
The Sound of Music,Drama,Steven Spielberg,Alemania,7475289
The Parent Trap,Ciencia ficción,Martin Scorsese,Alemania,5767004
